680	0.05136089038449945	0.6355225098193481	0.31311659979615253
77	0.7456495060437222	0.2502619968724315	0.004088497083846375
576	0.05577563960911445	0.492982690443041	0.4512416699478446
534	0.14719973071330872	0.7748823637949954	0.07791790549169574
275	0.5655408180400244	0.33259043076472783	0.10186875119524781
352	0.09929719110307163	0.7915328649980982	0.10916994389883032
669	0.09576260206615579	0.3899850742411548	0.5142523236926895
563	0.2129042903686277	0.6638498025629652	0.12324590706840717
327	0.18938147154170773	0.7875152002548867	0.02310332820340556
287	0.653291105434712	0.32910670213065074	0.01760219243463726
119	0.7532874601731482	0.2253714210340747	0.021341118792777072
480	0.18288272100413142	0.6276475753501364	0.18946970364573223
518	0.1491217140670951	0.7681141892427151	0.0827640966901898
171	0.47961383514388584	0.4816502707490586	0.03873589410705556
1226	0.4925464338616486	0.27018201137813735	0.237271554760214
597	0.08427271519038325	0.3528309973698669	0.5628962874397497
1479	0.03463705948914503	0.19491099141755489	0.7704519490933001
299	0.39436761155603234	0.5011546751779422	0.10447771326602541
908	0.41253773724635723	0.26850742564470176	0.31895483710894107
109	0.6522229356059226	0.33373790149298815	0.014039162901089359
455	0.002023118854743546	0.4163660718562486	0.5816108092890079
2407	0.010548702085728397	0.26941278711265587	0.7200385108016157
329	0.15852594699069597	0.668271153221277	0.17320289978802703
551	0.012127996800167256	0.28011416010924156	0.7077578430905911
247	0.7133552987670888	0.2504446619666021	0.03620003926630901
66	0.4630691844768033	0.5249538300871456	0.011976985436051307
678	0.05136089038449945	0.6355225098193481	0.31311659979615253
345	0.22399204619258728	0.6667110165188547	0.10929693728855801
246	0.6966292022383165	0.25570978019886226	0.047661017562821185
294	0.6792478084138159	0.31005987779346483	0.010692313792719276
199	0.32589485082176245	0.5005173304162129	0.1735878187620246
339	0.4345372036575316	0.4692916595848467	0.09617113675762178
258	0.43733830378453203	0.22209525698955432	0.34056643922591373
460	0.0069137678874332835	0.5578645585325991	0.4352216735799675
26	0.6077202693115619	0.2561124099499543	0.13616732073848384
1284	0.16204626447284343	0.19830638648967858	0.6396473490374781
37	0.7354591665165803	0.12841516946685125	0.13612566401656837
